"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-01 21:00","2016","03","01","21:00","8.4","","5.0","","79","","12","","25","","24.1","","100.53","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-01 22:00","2016","03","01","22:00","7.5","","4.5","","81","","11","","30","","24.1","","100.56","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-01 23:00","2016","03","01","23:00","7.5","","4.6","","82","","13","","22","","24.1","","100.68","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 00:00","2016","03","02","00:00","7.1","","5.1","","87","","11","","19","","24.1","","100.75","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 01:00","2016","03","02","01:00","6.8","","5.4","","91","","11","","29","","19.3","","100.80","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 02:00","2016","03","02","02:00","6.8","","5.8","","93","","10","","24","","9.7","","100.90","","","","","","Rain,Fog"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 03:00","2016","03","02","03:00","7.3","","6.4","","94","","11","","20","","12.9","","101.00","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 04:00","2016","03","02","04:00","7.6","","6.4","","92","","12","","18","","24.1","","101.08","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 05:00","2016","03","02","05:00","7.7","","6.7","","93","","12","","12","","24.1","","101.17","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 06:00","2016","03","02","06:00","8.1","","6.7","","91","","14","","22","","19.3","","101.23","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 07:00","2016","03","02","07:00","8.4","","6.9","","90","","15","","22","","24.1","","101.30","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 08:00","2016","03","02","08:00","8.8","","6.9","","88","","13","","14","","24.1","","101.36","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 09:00","2016","03","02","09:00","9.4","","7.4","","87","","13","","16","","24.1","","101.39","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 10:00","2016","03","02","10:00","9.6","","6.7","","82","","15","","34","","24.1","","101.46","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 11:00","2016","03","02","11:00","10.4","","6.9","","79","","13","","34","","24.1","","101.44","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 12:00","2016","03","02","12:00","10.2","","6.8","","79","","14","","24","","24.1","","101.40","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 13:00","2016","03","02","13:00","11.1","","5.7","","69","","13","","31","","24.1","","101.34","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 14:00","2016","03","02","14:00","11.0","","5.4","","68","","11","","29","","24.1","","101.25","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 15:00","2016","03","02","15:00","10.7","","5.3","","69","","10","","21","","24.1","","101.15","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 16:00","2016","03","02","16:00","10.6","","6.0","","73","","7","","15","","32.2","","101.10","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 17:00","2016","03","02","17:00","10.2","","5.8","","74","","6","","25","","24.1","","100.88","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 18:00","2016","03","02","18:00","10.0","","5.4","","73","","9","","21","","24.1","","100.85","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 19:00","2016","03","02","19:00","9.7","","5.5","","75","","10","","30","","24.1","","100.71","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 20:00","2016","03","02","20:00","10.2","","5.0","","70","","8","","24","","24.1","","100.56","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 21:00","2016","03","02","21:00","10.1","","5.3","","72","","7","","23","","19.3","","100.49","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 22:00","2016","03","02","22:00","9.3","","5.9","","79","","8","","26","","19.3","","100.41","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-02 23:00","2016","03","02","23:00","9.2","","6.7","","84","","11","","28","","24.1","","100.46","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 00:00","2016","03","03","00:00","8.7","","7.5","","92","","12","","20","","24.1","","100.51","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 01:00","2016","03","03","01:00","8.5","","7.6","","94","","7","","13","","24.1","","100.70","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 02:00","2016","03","03","02:00","8.6","","7.4","","92","","6","","14","","24.1","","100.77","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 03:00","2016","03","03","03:00","7.8","","6.9","","94","","10","","13","","24.1","","100.86","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 04:00","2016","03","03","04:00","7.8","","6.8","","93","","5","","13","","24.1","","100.91","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 05:00","2016","03","03","05:00","7.6","","6.7","","94","","8","","12","","24.1","","100.99","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 06:00","2016","03","03","06:00","7.8","","6.9","","94","","8","","14","","24.1","","101.05","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 07:00","2016","03","03","07:00","8.4","","7.2","","92","","12","","14","","24.1","","101.09","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 08:00","2016","03","03","08:00","8.7","","7.5","","92","","10","","17","","24.1","","101.12","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 09:00","2016","03","03","09:00","9.5","","8.0","","90","","9","","17","","24.1","","101.16","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 10:00","2016","03","03","10:00","9.8","","8.6","","92","","11","","16","","24.1","","101.19","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 11:00","2016","03","03","11:00","9.5","","7.6","","88","","15","","16","","16.1","","101.25","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 12:00","2016","03","03","12:00","10.8","","8.9","","88","","17","","19","","24.1","","101.30","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 13:00","2016","03","03","13:00","11.7","","7.5","","75","","16","","12","","24.1","","101.33","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 14:00","2016","03","03","14:00","11.9","","6.4","","69","","15","","13","","24.1","","101.39","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 15:00","2016","03","03","15:00","13.1","","7.4","","68","","14","","18","","24.1","","101.41","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 16:00","2016","03","03","16:00","12.3","","6.2","","66","","14","","17","","24.1","","101.47","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 17:00","2016","03","03","17:00","12.4","","5.6","","63","","13","","18","","24.1","","101.43","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 18:00","2016","03","03","18:00","11.1","","7.3","","77","","9","","23","","24.1","","101.43","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 19:00","2016","03","03","19:00","10.7","","6.9","","77","","10","","19","","24.1","","101.44","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 20:00","2016","03","03","20:00","11.0","","6.4","","73","","9","","17","","24.1","","101.42","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 21:00","2016","03","03","21:00","10.3","","6.5","","77","","10","","23","","24.1","","101.39","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 22:00","2016","03","03","22:00","10.2","","5.6","","73","","8","","23","","24.1","","101.36","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-03 23:00","2016","03","03","23:00","9.7","","5.9","","77","","9","","20","","24.1","","101.34","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 00:00","2016","03","04","00:00","9.1","","5.7","","79","","9","","22","","24.1","","101.28","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 01:00","2016","03","04","01:00","8.9","","5.1","","77","","10","","21","","24.1","","101.26","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 02:00","2016","03","04","02:00","9.2","","4.8","","74","","10","","19","","24.1","","101.15","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 03:00","2016","03","04","03:00","9.5","","4.7","","72","","9","","20","","24.1","","101.06","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 04:00","2016","03","04","04:00","9.5","","4.7","","72","","10","","19","","24.1","","100.99","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 05:00","2016","03","04","05:00","9.3","","4.7","","73","","10","","23","","24.1","","100.96","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 06:00","2016","03","04","06:00","9.3","","4.7","","73","","10","","26","","24.1","","100.84","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 07:00","2016","03","04","07:00","9.8","","4.4","","69","","9","","31","","24.1","","100.74","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 08:00","2016","03","04","08:00","10.1","","4.3","","67","","9","","28","","32.2","","100.71","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 09:00","2016","03","04","09:00","10.6","","4.1","","64","","11","","24","","32.2","","100.71","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 10:00","2016","03","04","10:00","10.4","","4.1","","65","","10","","18","","19.3","","100.78","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 11:00","2016","03","04","11:00","9.7","","5.3","","74","","11","","18","","16.1","","100.79","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 12:00","2016","03","04","12:00","10.5","","5.9","","73","","9","","22","","24.1","","100.73","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 13:00","2016","03","04","13:00","11.4","","6.2","","70","","13","","24","","16.1","","100.72","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 14:00","2016","03","04","14:00","11.4","","5.7","","68","","14","","36","","24.1","","100.66","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 15:00","2016","03","04","15:00","10.9","","6.1","","72","","15","","35","","19.3","","100.71","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 16:00","2016","03","04","16:00","10.2","","6.0","","75","","13","","27","","12.9","","100.72","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 17:00","2016","03","04","17:00","9.9","","6.6","","80","","11","","28","","12.9","","100.64","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 18:00","2016","03","04","18:00","9.6","","6.9","","83","","11","","37","","19.3","","100.56","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 19:00","2016","03","04","19:00","9.1","","7.4","","89","","10","","32","","16.1","","100.56","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 20:00","2016","03","04","20:00","8.7","","7.3","","91","","8","","20","","16.1","","100.44","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 21:00","2016","03","04","21:00","8.3","","7.2","","93","","8","","23","","16.1","","100.33","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 22:00","2016","03","04","22:00","8.3","","6.9","","91","","8","","22","","16.1","","100.20","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-04 23:00","2016","03","04","23:00","8.6","","6.9","","89","","7","","24","","24.1","","100.05","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 00:00","2016","03","05","00:00","8.7","","6.5","","86","","6","","21","","24.1","","99.79","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 01:00","2016","03","05","01:00","9.3","","6.2","","81","","8","","32","","24.1","","99.63","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 02:00","2016","03","05","02:00","8.1","","5.9","","86","","10","","27","","19.3","","99.66","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 03:00","2016","03","05","03:00","8.0","","6.2","","88","","9","","25","","19.3","","99.69","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 04:00","2016","03","05","04:00","8.3","","6.8","","90","","8","","23","","19.3","","99.75","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 05:00","2016","03","05","05:00","8.4","","7.0","","91","","7","","16","","24.1","","99.87","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 06:00","2016","03","05","06:00","8.8","","7.6","","92","","7","","14","","24.1","","99.95","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 07:00","2016","03","05","07:00","8.9","","7.7","","92","","10","","18","","24.1","","100.02","","","","","","Mainly Clear"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 08:00","2016","03","05","08:00","9.6","","8.2","","91","","10","","18","","24.1","","100.11","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 09:00","2016","03","05","09:00","11.8","","8.9","","82","","12","","13","","24.1","","100.21","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 10:00","2016","03","05","10:00","12.8","","8.7","","76","","11","","18","","32.2","","100.21","","","","","","Mainly Clear"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 11:00","2016","03","05","11:00","13.1","","9.2","","77","","13","","25","","32.2","","100.19","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 12:00","2016","03","05","12:00","13.9","","8.8","","71","","11","","28","","32.2","","100.15","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 13:00","2016","03","05","13:00","15.0","","7.1","","59","","13","","29","","32.2","","100.10","","","","","","Mainly Clear"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 14:00","2016","03","05","14:00","15.5","","7.1","","57","","11","","26","","32.2","","100.01","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 15:00","2016","03","05","15:00","16.5","","6.1","","50","","8","","29","","32.2","","99.78","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 16:00","2016","03","05","16:00","15.4","","5.7","","52","","8","","23","","32.2","","99.59","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 17:00","2016","03","05","17:00","14.7","","5.3","","53","","7","","15","","32.2","","99.41","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 18:00","2016","03","05","18:00","13.5","","4.2","","53","","6","","21","","32.2","","99.17","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 19:00","2016","03","05","19:00","12.7","","3.4","","53","","6","","14","","32.2","","99.02","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 20:00","2016","03","05","20:00","10.6","","4.8","","67","","10","","16","","32.2","","98.88","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 21:00","2016","03","05","21:00","12.0","","3.0","","54","","9","","26","","32.2","","98.82","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 22:00","2016","03","05","22:00","11.0","","4.5","","64","","9","","26","","24.1","","98.77","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-05 23:00","2016","03","05","23:00","11.6","","5.5","","66","","8","","24","","24.1","","98.68","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 00:00","2016","03","06","00:00","10.0","","7.4","","84","","6","","32","","19.3","","98.63","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 01:00","2016","03","06","01:00","11.1","","7.6","","79","","8","","35","","24.1","","98.55","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 02:00","2016","03","06","02:00","10.9","","7.4","","79","","10","","26","","24.1","","98.72","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 03:00","2016","03","06","03:00","10.2","","7.3","","82","","22","","24","","16.1","","98.91","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 04:00","2016","03","06","04:00","9.9","","5.5","","74","","18","","16","","24.1","","99.05","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 05:00","2016","03","06","05:00","10.3","","5.3","","71","","20","","29","","24.1","","99.27","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 06:00","2016","03","06","06:00","9.7","","5.3","","74","","18","","29","","24.1","","99.42","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 07:00","2016","03","06","07:00","8.5","","5.1","","79","","18","","10","","24.1","","99.51","","","","","","Mainly Clear"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 08:00","2016","03","06","08:00","8.4","","4.8","","78","","15","","7","","24.1","","99.60","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 09:00","2016","03","06","09:00","9.9","","5.1","","72","","13","","14","","24.1","","99.69","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 10:00","2016","03","06","10:00","11.6","","8.3","","80","","12","","17","","24.1","","99.73","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 11:00","2016","03","06","11:00","11.0","","7.2","","77","","13","","25","","24.1","","99.79","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 12:00","2016","03","06","12:00","10.7","","7.2","","79","","15","","25","","24.1","","99.86","","","","","","Rain Showers"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 13:00","2016","03","06","13:00","11.9","","6.0","","67","","13","","27","","24.1","","99.92","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 14:00","2016","03","06","14:00","10.9","","6.5","","74","","13","","19","","24.1","","99.95","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 15:00","2016","03","06","15:00","10.8","","6.0","","72","","15","","23","","24.1","","99.97","","","","","","Rain Showers"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 16:00","2016","03","06","16:00","10.8","","6.2","","73","","13","","24","","24.1","","100.00","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 17:00","2016","03","06","17:00","10.2","","6.2","","76","","13","","20","","24.1","","100.02","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 18:00","2016","03","06","18:00","9.6","","6.0","","78","","14","","21","","24.1","","100.05","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 19:00","2016","03","06","19:00","9.1","","6.0","","81","","13","","27","","24.1","","100.04","","","","","","Mostly Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 20:00","2016","03","06","20:00","9.0","","5.2","","77","","14","","27","","24.1","","100.03","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 21:00","2016","03","06","21:00","9.3","","5.1","","75","","12","","25","","24.1","","100.07","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 22:00","2016","03","06","22:00","8.7","","5.5","","80","","11","","14","","24.1","","100.07","","","","","","Cloudy"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-06 23:00","2016","03","06","23:00","8.4","","5.0","","79","","5","","9","","24.1","","100.04","","","","","","Rain Showers"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 00:00","2016","03","07","00:00","8.6","","4.8","","77","","6","","10","","24.1","","100.02","","","","","","NA"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 01:00","2016","03","07","01:00","8.2","","5.3","","82","","11","","16","","24.1","","100.06","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 02:00","2016","03","07","02:00","7.2","","5.7","","90","","11","","4","","19.3","","100.10","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 03:00","2016","03","07","03:00","7.5","","5.5","","87","","5","","7","","24.1","","100.10","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 04:00","2016","03","07","04:00","7.2","","5.8","","91","","10","","11","","16.1","","100.18","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 05:00","2016","03","07","05:00","6.8","","6.1","","95","","10","","9","","12.9","","100.23","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 06:00","2016","03","07","06:00","6.9","","5.5","","91","","5","","7","","12.9","","100.29","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 07:00","2016","03","07","07:00","6.8","","5.3","","90","","6","","13","","12.9","","100.36","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 08:00","2016","03","07","08:00","6.8","","5.3","","90","","6","","16","","12.9","","100.43","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 09:00","2016","03","07","09:00","6.9","","5.5","","91","","2","","13","","12.9","","100.55","","","","","","Rain"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 10:00","2016","03","07","10:00","6.8","","5.4","","91","","34","","10","","8.1","","100.64","","","","","","Rain,Fog"
"-123.18","49.19","VANCOUVER INTL A","1108395","2016-03-07 11:00","2016","03","07","11:00","6.8","","5.8","","93","","34","","13","","8.1","","100.74","","","","","","Rain,Fog"
